REGIÃO,DATA FINAL,PREÇO MÉDIO REVENDA
SUDESTE,2005-03-05,1.045
SUDESTE,2005-03-12,1.044
SUDESTE,2005-03-19,1.046
SUDESTE,2005-03-26,1.045
SUDESTE,2005-04-02,1.046
SUDESTE,2005-04-09,1.043
SUDESTE,2005-04-16,1.04
SUDESTE,2005-04-23,1.043
SUDESTE,2005-04-30,1.039
SUDESTE,2005-05-07,1.04
SUDESTE,2005-05-14,1.04
SUDESTE,2005-05-21,1.039
SUDESTE,2005-05-28,1.034
SUDESTE,2005-06-04,1.014
SUDESTE,2005-06-11,0.995
SUDESTE,2005-06-18,0.979
SUDESTE,2005-06-25,0.978
SUDESTE,2005-07-02,0.981
SUDESTE,2005-07-09,1.025
SUDESTE,2005-07-16,1.049
SUDESTE,2005-07-23,1.067
SUDESTE,2005-07-30,1.062
SUDESTE,2005-08-06,1.058
SUDESTE,2005-08-13,1.045
SUDESTE,2005-09-03,1.036
SUDESTE,2005-09-10,1.063
SUDESTE,2005-09-17,1.079
SUDESTE,2005-09-24,1.097
SUDESTE,2005-10-01,1.119
SUDESTE,2005-10-08,1.102
SUDESTE,2005-10-15,1.114
SUDESTE,2005-10-22,1.099
SUDESTE,2005-10-29,1.107
SUDESTE,2005-11-05,1.086
SUDESTE,2005-11-12,1.098
SUDESTE,2005-11-19,1.094
SUDESTE,2005-11-26,1.096
SUDESTE,2005-12-03,1.096
SUDESTE,2005-12-10,1.095
SUDESTE,2005-12-17,1.086
SUDESTE,2005-12-24,1.09
SUDESTE,2005-12-31,1.087
SUDESTE,2006-01-07,1.091
SUDESTE,2006-01-14,1.094
SUDESTE,2006-01-21,1.089
SUDESTE,2006-01-28,1.091
SUDESTE,2006-02-04,1.092
SUDESTE,2006-02-11,1.144
SUDESTE,2006-02-18,1.142
SUDESTE,2006-02-25,1.133
SUDESTE,2006-03-04,1.135
SUDESTE,2006-03-11,1.127
SUDESTE,2006-03-18,1.127
SUDESTE,2006-03-25,1.126
SUDESTE,2006-04-01,1.124
SUDESTE,2006-04-08,1.149
SUDESTE,2006-04-15,1.16
SUDESTE,2006-04-22,1.153
SUDESTE,2006-04-29,1.163
SUDESTE,2006-05-06,1.164
SUDESTE,2006-05-13,1.154
SUDESTE,2006-05-20,1.164
SUDESTE,2006-05-27,1.162
SUDESTE,2006-06-03,1.14
SUDESTE,2006-06-10,1.157
SUDESTE,2006-06-17,1.154
SUDESTE,2006-06-24,1.135
SUDESTE,2006-07-01,1.143
SUDESTE,2006-07-08,1.105
SUDESTE,2006-07-15,1.096
SUDESTE,2006-07-22,1.075
SUDESTE,2006-07-29,1.14
SUDESTE,2006-08-05,1.165
SUDESTE,2006-08-12,1.174
SUDESTE,2006-08-19,1.171
SUDESTE,2006-08-26,1.173
SUDESTE,2006-09-02,1.167
SUDESTE,2006-09-09,1.176
SUDESTE,2006-09-16,1.174
SUDESTE,2006-09-23,1.178
SUDESTE,2006-09-30,1.177
SUDESTE,2006-10-07,1.174
SUDESTE,2006-10-14,1.171
SUDESTE,2006-10-21,1.175
SUDESTE,2006-10-28,1.173
SUDESTE,2006-11-04,1.177
SUDESTE,2006-11-11,1.169
SUDESTE,2006-11-18,1.175
SUDESTE,2006-11-25,1.176
SUDESTE,2006-12-02,1.177
SUDESTE,2006-12-09,1.172
SUDESTE,2006-12-16,1.177
SUDESTE,2006-12-23,1.172
SUDESTE,2006-12-30,1.179
SUDESTE,2007-01-06,1.174
SUDESTE,2007-01-13,1.172
SUDESTE,2007-01-20,1.178
SUDESTE,2007-01-27,1.177
SUDESTE,2007-02-03,1.179
SUDESTE,2007-02-10,1.169
SUDESTE,2007-02-17,1.177
SUDESTE,2007-02-24,1.177
SUDESTE,2007-03-03,1.18
SUDESTE,2007-03-10,1.177
SUDESTE,2007-03-17,1.174
SUDESTE,2007-03-24,1.168
SUDESTE,2007-03-31,1.17
SUDESTE,2007-04-07,1.17
SUDESTE,2007-04-14,1.174
SUDESTE,2007-04-21,1.177
SUDESTE,2007-04-28,1.179
SUDESTE,2007-05-05,1.188
SUDESTE,2007-05-12,1.189
SUDESTE,2007-05-19,1.194
SUDESTE,2007-05-26,1.193
SUDESTE,2007-06-02,1.187
SUDESTE,2007-06-09,1.19
SUDESTE,2007-06-16,1.202
SUDESTE,2007-06-23,1.196
SUDESTE,2007-06-30,1.195
SUDESTE,2007-07-07,1.198
SUDESTE,2007-07-14,1.186
SUDESTE,2007-07-21,1.161
SUDESTE,2007-07-28,1.145
SUDESTE,2007-08-04,1.129
SUDESTE,2007-08-11,1.114
SUDESTE,2007-08-18,1.107
SUDESTE,2007-08-25,1.105
SUDESTE,2007-09-01,1.096
SUDESTE,2007-09-08,1.089
SUDESTE,2007-09-15,1.081
SUDESTE,2007-09-22,1.078
SUDESTE,2007-09-29,1.075
SUDESTE,2007-10-06,1.073
SUDESTE,2007-10-13,1.066
SUDESTE,2007-10-20,1.067
SUDESTE,2007-10-27,1.063
SUDESTE,2007-11-03,1.064
SUDESTE,2007-11-10,1.089
SUDESTE,2007-11-17,1.165
SUDESTE,2007-11-24,1.168
SUDESTE,2007-12-01,1.175
SUDESTE,2007-12-08,1.173
SUDESTE,2007-12-15,1.157
SUDESTE,2007-12-22,1.174
SUDESTE,2007-12-29,1.18
SUDESTE,2008-01-05,1.18
SUDESTE,2008-01-12,1.166
SUDESTE,2008-01-19,1.177
SUDESTE,2008-01-26,1.175
SUDESTE,2008-02-02,1.17
SUDESTE,2008-02-09,1.164
SUDESTE,2008-02-16,1.165
SUDESTE,2008-02-23,1.161
SUDESTE,2008-03-01,1.177
SUDESTE,2008-03-08,1.173
SUDESTE,2008-03-15,1.165
SUDESTE,2008-03-22,1.17
SUDESTE,2008-03-29,1.169
SUDESTE,2008-04-05,1.176
SUDESTE,2008-04-12,1.159
SUDESTE,2008-04-19,1.172
SUDESTE,2008-04-26,1.17
SUDESTE,2008-05-03,1.166
SUDESTE,2008-05-10,1.184
SUDESTE,2008-05-17,1.191
SUDESTE,2008-05-24,1.207
SUDESTE,2008-05-31,1.187
SUDESTE,2008-06-07,1.249
SUDESTE,2008-06-14,1.249
SUDESTE,2008-06-21,1.234
SUDESTE,2008-06-28,1.228
SUDESTE,2008-07-05,1.23
SUDESTE,2008-07-12,1.245
SUDESTE,2008-07-19,1.242
SUDESTE,2008-07-26,1.245
SUDESTE,2008-08-02,1.242
SUDESTE,2008-08-09,1.248
SUDESTE,2008-08-16,1.239
SUDESTE,2008-08-23,1.245
SUDESTE,2008-08-30,1.255
SUDESTE,2008-09-06,1.253
SUDESTE,2008-09-13,1.267
SUDESTE,2008-09-20,1.28
SUDESTE,2008-09-27,1.291
SUDESTE,2008-10-04,1.29
SUDESTE,2008-10-11,1.302
SUDESTE,2008-10-18,1.313
SUDESTE,2008-10-25,1.315
SUDESTE,2008-11-01,1.316
SUDESTE,2008-11-08,1.314
SUDESTE,2008-11-15,1.317
SUDESTE,2008-11-22,1.315
SUDESTE,2008-11-29,1.318
SUDESTE,2008-12-06,1.314
SUDESTE,2008-12-13,1.318
SUDESTE,2008-12-20,1.316
SUDESTE,2008-12-27,1.311
SUDESTE,2009-01-03,1.31
SUDESTE,2009-01-10,1.313
SUDESTE,2009-01-17,1.308
SUDESTE,2009-01-24,1.304
SUDESTE,2009-01-31,1.323
SUDESTE,2009-02-07,1.331
SUDESTE,2009-02-14,1.349
SUDESTE,2009-02-21,1.346
SUDESTE,2009-02-28,1.346
SUDESTE,2009-03-07,1.337
SUDESTE,2009-03-14,1.329
SUDESTE,2009-03-21,1.308
SUDESTE,2009-03-28,1.29
SUDESTE,2009-04-04,1.278
SUDESTE,2009-04-11,1.257
SUDESTE,2009-04-18,1.236
SUDESTE,2009-04-25,1.239
SUDESTE,2009-05-02,1.244
SUDESTE,2009-05-09,1.231
SUDESTE,2009-05-16,1.216
SUDESTE,2009-05-23,1.2
SUDESTE,2009-05-30,1.177
SUDESTE,2009-06-06,1.159
SUDESTE,2009-06-13,1.139
SUDESTE,2009-06-20,1.134
SUDESTE,2009-06-27,1.138
SUDESTE,2009-07-04,1.14
SUDESTE,2009-07-11,1.165
SUDESTE,2009-07-18,1.188
SUDESTE,2009-07-25,1.203
SUDESTE,2009-08-01,1.207
SUDESTE,2009-08-08,1.223
SUDESTE,2009-08-15,1.226
SUDESTE,2009-09-05,1.256
SUDESTE,2009-09-12,1.271
SUDESTE,2009-09-19,1.296
SUDESTE,2009-09-26,1.29
SUDESTE,2009-10-03,1.368
SUDESTE,2009-10-10,1.475
SUDESTE,2009-10-17,1.452
SUDESTE,2009-10-24,1.486
SUDESTE,2009-10-31,1.472
SUDESTE,2009-11-07,1.492
SUDESTE,2009-11-14,1.474
SUDESTE,2009-11-21,1.48
SUDESTE,2009-11-28,1.477
SUDESTE,2009-12-05,1.502
SUDESTE,2009-12-12,1.5
SUDESTE,2009-12-19,1.497
SUDESTE,2009-12-26,1.5
SUDESTE,2010-01-02,1.48
SUDESTE,2010-01-09,1.496
SUDESTE,2010-01-16,1.466
SUDESTE,2010-01-23,1.513
SUDESTE,2010-01-30,1.488
SUDESTE,2010-02-06,1.493
SUDESTE,2010-02-13,1.519
SUDESTE,2010-02-20,1.511
SUDESTE,2010-02-27,1.469
SUDESTE,2010-03-06,1.513
SUDESTE,2010-03-13,1.479
SUDESTE,2010-03-20,1.503
SUDESTE,2010-03-27,1.497
SUDESTE,2010-04-03,1.433
SUDESTE,2010-04-10,1.419
SUDESTE,2010-04-17,1.493
SUDESTE,2010-04-24,1.491
SUDESTE,2010-05-01,1.457
SUDESTE,2010-05-08,1.403
SUDESTE,2010-05-15,1.365
SUDESTE,2010-05-22,1.321
SUDESTE,2010-05-29,1.3
SUDESTE,2010-06-05,1.298
SUDESTE,2010-06-12,1.285
SUDESTE,2010-06-19,1.271
SUDESTE,2010-06-26,1.271
SUDESTE,2010-07-03,1.273
SUDESTE,2010-07-10,1.289
SUDESTE,2010-07-17,1.303
SUDESTE,2010-07-24,1.352
SUDESTE,2010-07-31,1.388
SUDESTE,2010-08-07,1.39
SUDESTE,2010-08-14,1.395
SUDESTE,2010-08-21,1.398
SUDESTE,2010-08-28,1.399
SUDESTE,2010-09-04,1.395
SUDESTE,2010-09-11,1.404
SUDESTE,2010-09-18,1.411
SUDESTE,2010-09-25,1.422
SUDESTE,2010-10-02,1.436
SUDESTE,2010-10-09,1.467
SUDESTE,2010-10-16,1.468
SUDESTE,2010-10-23,1.459
SUDESTE,2010-10-30,1.48
SUDESTE,2010-11-06,1.472
SUDESTE,2010-11-13,1.487
SUDESTE,2010-11-20,1.479
SUDESTE,2010-11-27,1.494
SUDESTE,2010-12-04,1.475
SUDESTE,2010-12-11,1.47
SUDESTE,2010-12-18,1.369
SUDESTE,2010-12-25,1.298
SUDESTE,2011-01-01,1.282
SUDESTE,2011-01-08,1.265
SUDESTE,2011-01-15,1.249
SUDESTE,2011-01-22,1.244
SUDESTE,2011-01-29,1.268
SUDESTE,2011-02-05,1.257
SUDESTE,2011-02-12,1.253
SUDESTE,2011-02-19,1.25
SUDESTE,2011-02-26,1.246
SUDESTE,2011-03-05,1.241
SUDESTE,2011-03-12,1.239
SUDESTE,2011-03-19,1.253
SUDESTE,2011-03-26,1.254
SUDESTE,2011-04-02,1.245
SUDESTE,2011-04-09,1.28
SUDESTE,2011-04-16,1.308
SUDESTE,2011-04-23,1.309
SUDESTE,2011-04-30,1.326
SUDESTE,2011-05-07,1.32
SUDESTE,2011-05-14,1.315
SUDESTE,2011-05-21,1.318
SUDESTE,2011-05-28,1.31
SUDESTE,2011-06-04,1.333
SUDESTE,2011-06-11,1.328
SUDESTE,2011-06-18,1.325
SUDESTE,2011-06-25,1.324
SUDESTE,2011-07-02,1.339
SUDESTE,2011-07-09,1.319
SUDESTE,2011-07-16,1.313
SUDESTE,2011-07-23,1.333
SUDESTE,2011-07-30,1.336
SUDESTE,2011-08-06,1.316
SUDESTE,2011-08-13,1.317
SUDESTE,2011-08-20,1.328
SUDESTE,2011-08-27,1.317
SUDESTE,2011-09-03,1.341
SUDESTE,2011-09-10,1.321
SUDESTE,2011-09-17,1.318
SUDESTE,2011-09-24,1.337
SUDESTE,2011-10-01,1.327
SUDESTE,2011-10-08,1.326
SUDESTE,2011-10-15,1.325
SUDESTE,2011-10-22,1.304
SUDESTE,2011-10-29,1.309
SUDESTE,2011-11-05,1.319
SUDESTE,2011-11-12,1.319
SUDESTE,2011-11-19,1.324
SUDESTE,2011-11-26,1.31
SUDESTE,2011-12-03,1.307
SUDESTE,2011-12-10,1.312
SUDESTE,2011-12-17,1.361
SUDESTE,2011-12-24,1.387
SUDESTE,2011-12-31,1.405
SUDESTE,2012-01-07,1.403
SUDESTE,2012-01-14,1.431
SUDESTE,2012-01-21,1.409
SUDESTE,2012-01-28,1.404
SUDESTE,2012-02-04,1.405
SUDESTE,2012-02-11,1.431
SUDESTE,2012-02-18,1.406
SUDESTE,2012-02-25,1.406
SUDESTE,2012-03-03,1.408
SUDESTE,2012-03-10,1.417
SUDESTE,2012-03-17,1.4
SUDESTE,2012-03-24,1.412
SUDESTE,2012-03-31,1.409
SUDESTE,2012-04-07,1.391
SUDESTE,2012-04-14,1.386
SUDESTE,2012-04-21,1.401
SUDESTE,2012-04-28,1.41
SUDESTE,2012-05-05,1.407
SUDESTE,2012-05-12,1.414
SUDESTE,2012-05-19,1.391
SUDESTE,2012-05-26,1.397
SUDESTE,2012-06-02,1.419
SUDESTE,2012-06-09,1.422
SUDESTE,2012-06-16,1.469
SUDESTE,2012-06-23,1.486
SUDESTE,2012-06-30,1.497
SUDESTE,2012-07-07,1.5
SUDESTE,2012-07-14,1.504
SUDESTE,2012-07-21,1.498
SUDESTE,2012-07-28,1.524
SUDESTE,2012-08-04,1.503
SUDESTE,2012-08-11,1.488
SUDESTE,2012-08-18,1.51
SUDESTE,2012-08-25,1.524
SUDESTE,2012-09-01,1.507
SUDESTE,2012-09-08,1.518
SUDESTE,2012-09-15,1.522
SUDESTE,2012-09-22,1.525
SUDESTE,2012-09-29,1.518
SUDESTE,2012-10-06,1.512
SUDESTE,2012-10-13,1.532
SUDESTE,2012-10-20,1.531
SUDESTE,2012-10-27,1.517
SUDESTE,2012-11-03,1.519
SUDESTE,2012-11-10,1.505
SUDESTE,2012-11-17,1.523
SUDESTE,2012-11-24,1.503
SUDESTE,2012-12-01,1.529
SUDESTE,2012-12-08,1.604
SUDESTE,2012-12-15,1.592
SUDESTE,2012-12-22,1.596
SUDESTE,2012-12-29,1.618
SUDESTE,2013-01-05,1.598
SUDESTE,2013-01-12,1.619
SUDESTE,2013-01-19,1.617
SUDESTE,2013-01-26,1.598
SUDESTE,2013-02-02,1.622
SUDESTE,2013-02-09,1.639
SUDESTE,2013-02-16,1.609
SUDESTE,2013-02-23,1.605
SUDESTE,2013-03-02,1.621
SUDESTE,2013-03-09,1.608
SUDESTE,2013-03-16,1.611
SUDESTE,2013-03-23,1.633
SUDESTE,2013-03-30,1.625
SUDESTE,2013-04-06,1.616
SUDESTE,2013-04-13,1.624
SUDESTE,2013-04-20,1.616
SUDESTE,2013-04-27,1.605
SUDESTE,2013-05-04,1.644
SUDESTE,2013-05-11,1.638
SUDESTE,2013-05-18,1.61
SUDESTE,2013-05-25,1.613
SUDESTE,2013-06-01,1.638
SUDESTE,2013-06-08,1.654
SUDESTE,2013-06-15,1.675
SUDESTE,2013-06-22,1.666
SUDESTE,2013-06-29,1.705
SUDESTE,2013-07-06,1.683
SUDESTE,2013-07-13,1.674
SUDESTE,2013-07-20,1.668
SUDESTE,2013-07-27,1.697
SUDESTE,2013-08-03,1.673
SUDESTE,2013-08-10,1.662
SUDESTE,2013-08-17,1.666
SUDESTE,2013-08-24,1.68
SUDESTE,2013-08-31,1.667
SUDESTE,2013-09-07,1.666
SUDESTE,2013-09-14,1.663
SUDESTE,2013-09-21,1.655
SUDESTE,2013-09-28,1.639
SUDESTE,2013-10-05,1.668
SUDESTE,2013-10-12,1.656
SUDESTE,2013-10-19,1.655
SUDESTE,2013-10-26,1.633
SUDESTE,2013-11-02,1.663
SUDESTE,2013-11-09,1.646
SUDESTE,2013-11-16,1.659
SUDESTE,2013-11-23,1.633
SUDESTE,2013-11-30,1.657
SUDESTE,2013-12-07,1.642
SUDESTE,2013-12-14,1.672
SUDESTE,2013-12-21,1.662
SUDESTE,2013-12-28,1.673
SUDESTE,2014-01-04,1.686
SUDESTE,2014-01-11,1.676
SUDESTE,2014-01-18,1.681
SUDESTE,2014-01-25,1.709
SUDESTE,2014-02-01,1.69
SUDESTE,2014-02-08,1.675
SUDESTE,2014-02-15,1.681
SUDESTE,2014-02-22,1.703
SUDESTE,2014-03-01,1.681
SUDESTE,2014-03-08,1.68
SUDESTE,2014-03-15,1.683
SUDESTE,2014-03-22,1.717
SUDESTE,2014-03-29,1.686
SUDESTE,2014-04-05,1.691
SUDESTE,2014-04-12,1.675
SUDESTE,2014-04-19,1.737
SUDESTE,2014-04-26,1.693
SUDESTE,2014-05-03,1.694
SUDESTE,2014-05-10,1.673
SUDESTE,2014-05-17,1.749
SUDESTE,2014-05-24,1.705
SUDESTE,2014-05-31,1.698
SUDESTE,2014-06-07,1.7
SUDESTE,2014-06-14,1.75
SUDESTE,2014-06-21,1.725
SUDESTE,2014-06-28,1.723
SUDESTE,2014-07-05,1.729
SUDESTE,2014-07-12,1.765
SUDESTE,2014-07-19,1.734
SUDESTE,2014-07-26,1.739
SUDESTE,2014-08-02,1.739
SUDESTE,2014-08-09,1.751
SUDESTE,2014-08-16,1.738
SUDESTE,2014-08-23,1.731
SUDESTE,2014-08-30,1.786
SUDESTE,2014-09-06,1.761
SUDESTE,2014-09-13,1.784
SUDESTE,2014-09-20,1.787
SUDESTE,2014-09-27,1.782
SUDESTE,2014-10-04,1.78
SUDESTE,2014-10-11,1.779
SUDESTE,2014-10-18,1.772
SUDESTE,2014-10-25,1.795
SUDESTE,2014-11-01,1.784
SUDESTE,2014-11-08,1.784
SUDESTE,2014-11-15,1.767
SUDESTE,2014-11-22,1.801
SUDESTE,2014-11-29,1.796
SUDESTE,2014-12-06,1.787
SUDESTE,2014-12-13,1.789
SUDESTE,2014-12-20,1.796
SUDESTE,2014-12-27,1.803
SUDESTE,2015-01-03,1.791
SUDESTE,2015-01-10,1.803
SUDESTE,2015-01-17,1.8
SUDESTE,2015-01-24,1.801
SUDESTE,2015-01-31,1.816
SUDESTE,2015-02-07,1.82
SUDESTE,2015-02-14,1.8
SUDESTE,2015-02-21,1.823
SUDESTE,2015-02-28,1.828
SUDESTE,2015-03-07,1.826
SUDESTE,2015-03-14,1.815
SUDESTE,2015-03-21,1.822
SUDESTE,2015-03-28,1.819
SUDESTE,2015-04-04,1.843
SUDESTE,2015-04-11,1.807
SUDESTE,2015-04-18,1.846
SUDESTE,2015-04-25,1.814
SUDESTE,2015-05-02,1.833
SUDESTE,2015-05-09,1.838
SUDESTE,2015-05-16,1.846
SUDESTE,2015-05-23,1.82
SUDESTE,2015-05-30,1.851
SUDESTE,2015-06-06,1.855
SUDESTE,2015-06-13,1.879
SUDESTE,2015-06-20,1.9
SUDESTE,2015-06-27,1.882
SUDESTE,2015-07-04,1.896
SUDESTE,2015-07-11,1.901
SUDESTE,2015-07-18,1.905
SUDESTE,2015-07-25,1.916
SUDESTE,2015-08-01,1.901
SUDESTE,2015-08-08,1.891
SUDESTE,2015-08-15,1.902
SUDESTE,2015-08-29,1.876
SUDESTE,2015-09-05,1.887
SUDESTE,2015-09-12,1.887
SUDESTE,2015-09-19,1.893
SUDESTE,2015-09-26,1.947
SUDESTE,2015-10-03,1.972
SUDESTE,2015-10-10,1.963
SUDESTE,2015-10-17,2.003
SUDESTE,2015-10-24,1.931
SUDESTE,2015-10-31,1.989
SUDESTE,2015-11-07,2.006
SUDESTE,2015-11-14,1.971
SUDESTE,2015-11-21,1.978
SUDESTE,2015-11-28,2.0
SUDESTE,2015-12-05,1.961
SUDESTE,2015-12-12,2.049
SUDESTE,2015-12-19,1.979
SUDESTE,2015-12-26,1.983
SUDESTE,2016-01-02,2.001
SUDESTE,2016-01-09,2.035
SUDESTE,2016-01-16,1.991
SUDESTE,2016-01-23,2.035
SUDESTE,2016-01-30,2.047
SUDESTE,2016-02-06,2.0
SUDESTE,2016-02-13,1.972
SUDESTE,2016-02-20,2.052
SUDESTE,2016-02-27,2.038
SUDESTE,2016-03-05,2.002
SUDESTE,2016-03-12,1.976
SUDESTE,2016-03-19,2.056
SUDESTE,2016-03-26,2.003
SUDESTE,2016-04-02,1.987
SUDESTE,2016-04-09,2.012
SUDESTE,2016-04-16,2.044
SUDESTE,2016-04-23,1.968
SUDESTE,2016-04-30,2.076
SUDESTE,2016-05-07,1.977
SUDESTE,2016-05-14,2.066
SUDESTE,2016-05-21,1.979
SUDESTE,2016-05-28,1.993
SUDESTE,2016-06-04,2.035
SUDESTE,2016-06-11,2.047
SUDESTE,2016-06-18,2.004
SUDESTE,2016-06-25,2.033
SUDESTE,2016-07-02,1.991
SUDESTE,2016-07-09,2.097
SUDESTE,2016-07-16,2.002
SUDESTE,2016-07-23,2.04
SUDESTE,2016-07-30,1.988
SUDESTE,2016-08-06,2.043
SUDESTE,2016-08-13,2.023
SUDESTE,2016-08-20,2.065
SUDESTE,2016-08-27,1.991
SUDESTE,2016-09-03,2.07
SUDESTE,2016-09-10,2.022
SUDESTE,2016-09-17,2.039
SUDESTE,2016-09-24,2.025
SUDESTE,2016-10-01,2.08
SUDESTE,2016-10-08,2.057
SUDESTE,2016-10-15,1.999
SUDESTE,2016-10-22,2.047
SUDESTE,2016-10-29,2.036
SUDESTE,2016-11-05,2.046
SUDESTE,2016-11-12,2.09
SUDESTE,2016-11-19,2.037
SUDESTE,2016-11-26,2.075
SUDESTE,2016-12-03,2.046
SUDESTE,2016-12-10,2.029
SUDESTE,2016-12-17,2.036
SUDESTE,2016-12-24,2.065
SUDESTE,2016-12-31,2.067
SUDESTE,2017-01-07,2.032
SUDESTE,2017-01-14,2.059
SUDESTE,2017-01-21,2.083
SUDESTE,2017-01-28,2.051
SUDESTE,2017-02-04,2.097
SUDESTE,2017-02-11,2.041
SUDESTE,2017-02-18,2.147
SUDESTE,2017-02-25,2.059
SUDESTE,2017-03-04,2.069
SUDESTE,2017-03-11,2.032
SUDESTE,2017-03-18,2.147
SUDESTE,2017-03-25,2.078
SUDESTE,2017-04-01,2.074
SUDESTE,2017-04-08,2.052
SUDESTE,2017-04-15,2.151
SUDESTE,2017-04-22,2.095
SUDESTE,2017-04-29,2.119
SUDESTE,2017-05-06,2.114
SUDESTE,2017-05-13,2.152
SUDESTE,2017-05-20,2.122
SUDESTE,2017-05-27,2.134
SUDESTE,2017-06-03,2.083
SUDESTE,2017-06-10,2.167
SUDESTE,2017-06-17,2.166
SUDESTE,2017-06-24,2.241
SUDESTE,2017-07-01,2.195
SUDESTE,2017-07-08,2.205
SUDESTE,2017-07-15,2.196
SUDESTE,2017-07-22,2.148
SUDESTE,2017-07-29,2.25
SUDESTE,2017-08-05,2.242
SUDESTE,2017-08-12,2.178
SUDESTE,2017-08-19,2.201
SUDESTE,2017-08-26,2.233
SUDESTE,2017-09-02,2.255
SUDESTE,2017-09-09,2.209
SUDESTE,2017-09-16,2.207
SUDESTE,2017-09-23,2.203
SUDESTE,2017-09-30,2.258
SUDESTE,2017-10-07,2.19
SUDESTE,2017-10-14,2.288
SUDESTE,2017-10-21,2.249
SUDESTE,2017-10-28,2.289
SUDESTE,2017-11-04,2.156
SUDESTE,2017-11-11,2.279
SUDESTE,2017-11-18,2.268
SUDESTE,2017-11-25,2.4
SUDESTE,2017-12-02,2.255
SUDESTE,2017-12-09,2.243
SUDESTE,2017-12-16,2.264
SUDESTE,2017-12-23,2.28
SUDESTE,2017-12-30,2.231
SUDESTE,2018-01-06,2.362
SUDESTE,2018-01-13,2.273
SUDESTE,2018-01-20,2.343
SUDESTE,2018-01-27,2.325
SUDESTE,2018-02-03,2.203
SUDESTE,2018-02-10,2.258
SUDESTE,2018-02-17,2.39
SUDESTE,2018-02-24,2.255
SUDESTE,2018-03-03,2.243
SUDESTE,2018-03-10,2.292
SUDESTE,2018-03-17,2.297
SUDESTE,2018-03-24,2.236
SUDESTE,2018-03-31,2.286
SUDESTE,2018-04-07,2.262
SUDESTE,2018-04-14,2.256
SUDESTE,2018-04-21,2.279
SUDESTE,2018-04-28,2.258
SUDESTE,2018-05-05,2.26
SUDESTE,2018-05-12,2.395
SUDESTE,2018-05-19,2.295
SUDESTE,2018-05-26,2.26
SUDESTE,2018-06-02,2.671
SUDESTE,2018-06-09,2.364
SUDESTE,2018-06-16,2.276
SUDESTE,2018-06-23,2.287
SUDESTE,2018-06-30,2.294
SUDESTE,2018-07-07,2.351
SUDESTE,2018-07-14,2.277
SUDESTE,2018-07-21,2.3
SUDESTE,2018-07-28,2.261
SUDESTE,2018-08-04,2.341
SUDESTE,2018-08-11,2.328
SUDESTE,2018-08-18,2.291
SUDESTE,2018-08-25,2.229
SUDESTE,2018-09-01,2.407
SUDESTE,2018-09-08,2.488
SUDESTE,2018-09-15,2.359
SUDESTE,2018-09-22,2.351
SUDESTE,2018-09-29,2.364
SUDESTE,2018-10-06,2.314
SUDESTE,2018-10-13,2.334
SUDESTE,2018-10-20,2.27
SUDESTE,2018-10-27,2.36
SUDESTE,2018-11-03,2.34
SUDESTE,2018-11-10,2.329
SUDESTE,2018-11-17,2.308
SUDESTE,2018-11-24,2.433
SUDESTE,2018-12-01,2.398
SUDESTE,2018-12-08,2.299
SUDESTE,2018-12-15,2.25
SUDESTE,2018-12-22,2.309
SUDESTE,2018-12-29,2.352
SUDESTE,2019-01-05,2.353
SUDESTE,2019-01-12,2.367
SUDESTE,2019-01-19,2.636
SUDESTE,2019-01-26,2.422
SUDESTE,2019-02-02,2.427
SUDESTE,2019-02-09,2.56
SUDESTE,2019-02-16,2.559
SUDESTE,2019-02-23,2.585
SUDESTE,2019-03-02,2.722
SUDESTE,2019-03-09,2.752
SUDESTE,2019-03-16,2.831
SUDESTE,2019-03-23,2.833
SUDESTE,2019-03-30,2.834
SUDESTE,2019-04-06,2.764
SUDESTE,2019-04-13,2.742
SUDESTE,2019-04-20,2.82
SUDESTE,2019-04-27,2.954
SUDESTE,2019-05-04,2.82
SUDESTE,2019-05-11,2.868
SUDESTE,2019-05-18,2.803
SUDESTE,2019-05-25,2.736
SUDESTE,2019-06-01,2.699
SUDESTE,2019-06-08,2.648
SUDESTE,2019-06-15,2.63
SUDESTE,2019-06-22,2.593
SUDESTE,2019-06-29,2.557
SUL,2004-05-15,0.922
SUL,2004-05-22,0.922
SUL,2004-05-29,0.97
SUL,2004-06-05,1.046
SUL,2004-06-12,1.064
SUL,2004-06-19,1.071
SUL,2004-06-26,1.072
SUL,2004-07-03,1.066
SUL,2004-07-10,1.061
SUL,2004-07-17,1.055
SUL,2004-07-24,1.06
SUL,2004-07-31,1.132
SUL,2004-08-07,1.177
SUL,2004-08-14,1.191
SUL,2004-08-21,1.192
SUL,2004-08-28,1.192
SUL,2004-09-04,1.192
SUL,2004-09-11,1.192
SUL,2004-09-18,1.192
SUL,2004-09-25,1.192
SUL,2004-10-02,1.192
SUL,2004-10-09,1.192
SUL,2004-10-16,1.192
SUL,2004-10-23,1.192
SUL,2004-10-30,1.196
SUL,2004-11-06,1.168
SUL,2004-11-13,1.168
SUL,2004-11-20,1.168
SUL,2004-11-27,1.168
SUL,2004-12-04,1.168
SUL,2004-12-11,1.168
SUL,2004-12-18,1.168
SUL,2004-12-25,1.168
SUL,2005-01-01,1.168
SUL,2005-01-08,1.197
SUL,2005-01-15,1.199
SUL,2005-01-22,1.199
SUL,2005-01-29,1.199
SUL,2005-02-05,1.199
